period,zone,slope,SE,z,p,sig
full,All,-0.007563898841472644,9.075968609824106e-4,-8.333985237989088,7.816567581767047e-17,***
full,Cold,-0.0025261659760310415,0.002533859720612427,-0.9969636264711901,0.3187821657294686,
full,Intermediate,-0.010454734151449646,0.0011254454418698602,-9.28941889362467,1.5513296571098504e-20,***
full,Warm,-0.002791832416457967,0.0018907861411894252,-1.4765458428321916,0.1397974180944185,
