Term,Estimate,Std. Error,df,t value,Pr(>|t|),p,sig,Effect_type,Delta_var,Zone,Model
mean_temp_z,0.16872701829331563,0.04672904610531952,844.1270435059679,3.610752462462703,3.233190073115706e-4,3.233190073115706e-4,***,Main,NA,Warm,M2
sen_temp_z,0.03310729900021246,0.010303200930150665,7166.336060379644,3.213302276123652,0.0013179891403626153,0.0013179891403626153,**,Main,NA,Warm,M2
mean_Q_z,-0.044320836577978195,0.015532774385176916,898.3443334995458,-2.8533754163244667,0.0044251301249236255,0.0044251301249236255,**,Main,NA,Warm,M2
mean_organic_z,0.053606621819552065,0.01989043633835625,1586.3374022414478,2.695095316545586,0.007111149671375017,0.007111149671375017,**,Main,NA,Warm,M2
mean_salinity_z,-0.03131592019667673,0.012275422163856825,1771.5944937636475,-2.551107389926014,0.01082153418472413,0.01082153418472413,*,Main,NA,Warm,M2
HFP_period_z,-0.018976001850162696,0.01471856643822324,1287.9665952828934,-1.2892561194603267,0.19754054692476336,0.19754054692476336,,Main,NA,Warm,M2
elevation_z,0.03445010072273759,0.017165791688772872,597.3468745491633,2.006904274928919,0.04520995272190852,0.04520995272190852,*,Main,NA,Warm,M2
Period_bin:mean_temp_z,-0.02482627915669279,0.04923741664121185,7031.2478479880865,-0.5042157133791039,0.6141255984074588,0.6141255984074588,,Delta,mean_temp_z,Warm,M2
Period_bin:sen_temp_z,0.05004267208146429,0.015227649501312095,6272.610088995542,3.2863031209874083,0.0010206963741764058,0.0010206963741764058,**,Delta,sen_temp_z,Warm,M2
Period_bin:mean_Q_z,0.05689249727780842,0.017096980627222327,7851.689592187904,3.3276341898184336,8.798948560588178e-4,8.798948560588178e-4,***,Delta,mean_Q_z,Warm,M2
Period_bin:mean_organic_z,-0.08297634404403072,0.02205204053311707,7758.023398177353,-3.762751293669147,1.6929290931992912e-4,1.6929290931992912e-4,***,Delta,mean_organic_z,Warm,M2
Period_bin:mean_salinity_z,0.044271994316028844,0.012889936236323186,9699.213648876994,3.4346170147275523,5.958754383337216e-4,5.958754383337216e-4,***,Delta,mean_salinity_z,Warm,M2
Period_bin:HFP_period_z,-0.005643111223885354,0.015848394360141273,7863.892283861059,-0.3560683243772495,0.7217989498106854,0.7217989498106854,,Delta,HFP_period_z,Warm,M2
Period_bin:elevation_z,-0.024227962469485036,0.01794542534574877,9688.873709879617,-1.3500912908271958,0.17701823903660316,0.17701823903660316,,Delta,elevation_z,Warm,M2
(Intercept),0.02834945330732211,0.05334969382209292,32.39255775668606,0.5313892409928352,0.5987744609982604,0.5987744609982604,,Main,NA,Warm,M3
Period_bin,-0.09352676576028641,0.04078442846916221,10776.903552242942,-2.293197901032341,0.021855776278886418,0.021855776278886418,*,Period,NA,Warm,M3
mean_temp_z,0.16926601536755329,0.040135773664641924,3008.413888893246,4.217335307445939,2.544993325219438e-5,2.544993325219438e-5,***,Main,NA,Warm,M3
sen_temp_z,0.03268569727438685,0.009723690895645084,10482.382172071642,3.361449641414011,7.781162182381107e-4,7.781162182381107e-4,***,Main,NA,Warm,M3
mean_Q_z,-0.03934132249253326,0.012652366097960187,9913.051746667448,-3.10940437448106,0.0018799623980563088,0.0018799623980563088,**,Main,NA,Warm,M3
mean_organic_z,0.04038905918803566,0.017188945825795495,9660.761999168393,2.3497112386859524,0.01880799626958324,0.01880799626958324,*,Main,NA,Warm,M3
mean_salinity_z,-0.030099158652158148,0.010956658238578772,9434.806453841953,-2.747111208249425,0.0060236843252747235,0.0060236843252747235,**,Main,NA,Warm,M3
HFP_period_z,-0.013623328526878906,0.012497376016712027,10356.044670131243,-1.090095113459114,0.2756966121701882,0.2756966121701882,,Main,NA,Warm,M3
elevation_z,0.04288352283426918,0.015212201571521314,990.7733858479825,2.819021469880547,0.004912993687172634,0.004912993687172634,**,Main,NA,Warm,M3
C(Protocol)Electrofishing_partialsection,-0.05105953479290098,0.04406622629430128,22.95665186690354,-1.1586999633663682,0.25849030945632123,0.25849030945632123,,Main,NA,Warm,M3
C(Protocol)Electrofishing_wholesection,-0.1314359486170721,0.04559178385314896,27.24828854339915,-2.88288672889894,0.007602073740327234,0.007602073740327234,**,Main,NA,Warm,M3
Period_bin:mean_temp_z,-0.029047345993903628,0.04719768503161024,10778.619315650001,-0.6154400575886173,0.5382771379292519,0.5382771379292519,,Delta,mean_temp_z,Warm,M3
Period_bin:sen_temp_z,0.056485962078804866,0.014358410115752762,10438.224589343392,3.9339983761038786,8.408546074755913e-5,8.408546074755913e-5,***,Delta,sen_temp_z,Warm,M3
Period_bin:mean_Q_z,0.05340196710080432,0.01646593537591813,10782.484177282935,3.2431784700738056,0.001185638136561226,0.001185638136561226,**,Delta,mean_Q_z,Warm,M3
Period_bin:mean_organic_z,-0.07155489658665685,0.02123466635870569,10768.751687997035,-3.3697207847732966,7.55085698492565e-4,7.55085698492565e-4,***,Delta,mean_organic_z,Warm,M3
Period_bin:mean_salinity_z,0.04370824586881384,0.012691191502430397,10775.391265793518,3.4439828490842324,5.753933493788287e-4,5.753933493788287e-4,***,Delta,mean_salinity_z,Warm,M3
Period_bin:HFP_period_z,-0.008320072504572508,0.015293347880626916,10783.271615116828,-0.5440321223001857,0.5864306162760577,0.5864306162760577,,Delta,HFP_period_z,Warm,M3
Period_bin:elevation_z,-0.027495940195654982,0.017655757873729968,10783.735904159297,-1.5573355951242533,0.11942017382585317,0.11942017382585317,,Delta,elevation_z,Warm,M3
(Intercept),0.04051193487462274,0.05482040207021861,26.980618014900834,0.738993756790248,0.466291632419363,0.466291632419363,,Main,NA,Warm,M4
Period_bin,-0.10156564680179399,0.04257572452969509,6885.748638495061,-2.385529498880412,0.01708143109931777,0.01708143109931777,*,Period,NA,Warm,M4
mean_temp_z,0.16327406218845558,0.046335637105760434,735.3839950246075,3.5237254171294734,4.518375256713074e-4,4.518375256713074e-4,***,Main,NA,Warm,M4
sen_temp_z,0.03313320568988844,0.010299494896165483,7120.214819168701,3.216973844243952,0.0013012998909009688,0.0013012998909009688,**,Main,NA,Warm,M4
mean_Q_z,-0.04356516345074571,0.015487105924149024,892.2590754323405,-2.812995769778691,0.005016021087619961,0.005016021087619961,**,Main,NA,Warm,M4
mean_organic_z,0.05115679569034796,0.019876778175085034,1547.4311315552918,2.5736965638863705,0.010154199882595243,0.010154199882595243,*,Main,NA,Warm,M4
mean_salinity_z,-0.03129876967407104,0.012266146644729546,1782.8329635128493,-2.551638308312524,0.01080459529190755,0.01080459529190755,*,Main,NA,Warm,M4
HFP_period_z,-0.021641513100436136,0.014765275499160155,1284.135000197529,-1.4657033051409776,0.1429739394535459,0.1429739394535459,,Main,NA,Warm,M4
elevation_z,0.029605154598374567,0.017007321042387866,344.1511607932473,1.7407300376460664,0.08262464178018089,0.08262464178018089,,Main,NA,Warm,M4
C(Protocol)Electrofishing_partialsection,-0.060396078471838685,0.04497135353000494,14.169488557746106,-1.342990008773971,0.20039283849275707,0.20039283849275707,,Main,NA,Warm,M4
C(Protocol)Electrofishing_wholesection,-0.13649716363962544,0.047164817736471895,18.292841699106283,-2.8940462444334667,0.009555893101501726,0.009555893101501726,**,Main,NA,Warm,M4
Period_bin:mean_temp_z,-0.02393503459770653,0.04922586258793274,7037.220271190015,-0.48622885083935496,0.6268200584593837,0.6268200584593837,,Delta,mean_temp_z,Warm,M4
Period_bin:sen_temp_z,0.049180144522261986,0.0152173097114911,6186.083921709882,3.2318553972207327,0.0012363361376569286,0.0012363361376569286,**,Delta,sen_temp_z,Warm,M4
Period_bin:mean_Q_z,0.05653509915982045,0.017094646988862497,7856.762460265407,3.30718143502198,9.46630399388124e-4,9.46630399388124e-4,***,Delta,mean_Q_z,Warm,M4
Period_bin:mean_organic_z,-0.08222897514856536,0.022044391116926805,7762.632821970615,-3.730154065603825,1.927267861742302e-4,1.927267861742302e-4,***,Delta,mean_organic_z,Warm,M4
Period_bin:mean_salinity_z,0.04422584827097802,0.012887167314755043,9713.04499545745,3.431774197603693,6.02145104979426e-4,6.02145104979426e-4,***,Delta,mean_salinity_z,Warm,M4
Period_bin:HFP_period_z,-0.005301604976878474,0.015851793379983246,7867.788782170348,-0.3344482765951922,0.7380502298469424,0.7380502298469424,,Delta,HFP_period_z,Warm,M4
Period_bin:elevation_z,-0.024305674891459628,0.01794241473980677,9698.303184830422,-1.3546490393812725,0.17556095742289365,0.17556095742289365,,Delta,elevation_z,Warm,M4
(Intercept),0.014203038722195378,0.05142051613560718,13.120338084844088,0.2762134608827895,0.7866871414923996,0.7866871414923996,,Main,NA,Warm,M5
Period_bin,-0.10250097556977905,0.04257857413475859,6815.3552189405345,-2.4073369682453367,0.01609574904647952,0.01609574904647952,*,Period,NA,Warm,M5
mean_temp_z,0.10909316997550399,0.04313087785674233,1549.7500234505899,2.529351949150051,0.011525789435624227,0.011525789435624227,*,Main,NA,Warm,M5
sen_temp_z,0.032631554771224806,0.010275268606035023,6948.04191963871,3.175737396495811,0.0015010954331881499,0.0015010954331881499,**,Main,NA,Warm,M5
mean_Q_z,-0.038829278198888525,0.01488238644122701,966.7276255373582,-2.609076061304531,0.009218915755678446,0.009218915755678446,**,Main,NA,Warm,M5
mean_organic_z,0.043031904422945626,0.01950598384456975,1592.6687501500253,2.2060873609779614,0.02752020103373156,0.02752020103373156,*,Main,NA,Warm,M5
mean_salinity_z,-0.022096471326531256,0.012051383885802026,1862.2459350820081,-1.8335214889771743,0.06688457856635387,0.06688457856635387,,Main,NA,Warm,M5
HFP_period_z,-0.021102809228305118,0.014552980058565599,1346.7662611380495,-1.4500678997278236,0.147272420894812,0.147272420894812,,Main,NA,Warm,M5
elevation_z,0.011757221719620126,0.015390790433641603,2092.3230518879104,0.7639127938433152,0.44500534565362004,0.44500534565362004,,Main,NA,Warm,M5
Period_bin:mean_temp_z,-0.020975152790166388,0.04926604497105605,6987.534953132508,-0.42575272284368176,0.670301152496037,0.670301152496037,,Delta,mean_temp_z,Warm,M5
Period_bin:sen_temp_z,0.045415383555577046,0.015108423745884692,6048.033588177185,3.0059643758633334,0.002658268718741375,0.002658268718741375,**,Delta,sen_temp_z,Warm,M5
Period_bin:mean_Q_z,0.054861298472221,0.017097452729810256,7817.764981164213,3.20874105278663,0.0013385554038061493,0.0013385554038061493,**,Delta,mean_Q_z,Warm,M5
Period_bin:mean_organic_z,-0.07953269382714957,0.022040503983625215,7725.1370602454745,-3.6084789116545446,3.0994504214267065e-4,3.0994504214267065e-4,***,Delta,mean_organic_z,Warm,M5
Period_bin:mean_salinity_z,0.04102585157765364,0.01286922971283312,9760.119134084172,3.187902655645575,0.0014376092733946098,0.0014376092733946098,**,Delta,mean_salinity_z,Warm,M5
Period_bin:HFP_period_z,-0.006043818704212585,0.01586243724644386,7865.605695791991,-0.3810145068071129,0.7032027744633338,0.7032027744633338,,Delta,HFP_period_z,Warm,M5
Period_bin:elevation_z,-0.024696211546300577,0.0179491655397857,9686.856674611525,-1.3758974750976325,0.16888518638502564,0.16888518638502564,,Delta,elevation_z,Warm,M5
(Intercept),0.08686234297483238,0.042686293797213004,1003.7032836674751,2.0349000873086722,0.04212330366023123,0.04212330366023123,*,Main,NA,Warm,M6
Period_bin,-0.10425944726940188,0.042570061423518095,6813.4263109692465,-2.4491260708353852,0.014345343823317433,0.014345343823317433,*,Period,NA,Warm,M6
mean_temp_z,0.11378163028156622,0.043190116879559926,1544.7968205184268,2.634436730024556,0.008511917522735514,0.008511917522735514,**,Main,NA,Warm,M6
sen_temp_z,0.03249446169427486,0.010271240158050098,6932.971389736497,3.163635665631602,0.0015648480645748361,0.0015648480645748361,**,Main,NA,Warm,M6
mean_Q_z,-0.03882344692353949,0.014857064479553863,970.6073289320659,-2.6131304052000255,0.009110477114909147,0.009110477114909147,**,Main,NA,Warm,M6
mean_organic_z,0.04177345687016757,0.019500059407623213,1581.2654206151378,2.142222031069144,0.03232795715239103,0.03232795715239103,*,Main,NA,Warm,M6
mean_salinity_z,-0.02379983880640887,0.01208820331147069,1912.4236945185214,-1.9688483220517,0.04911470764532054,0.04911470764532054,*,Main,NA,Warm,M6
HFP_period_z,-0.023574611341447886,0.014604430405219153,1346.3698261398515,-1.6142095711602062,0.10671629599239321,0.10671629599239321,,Main,NA,Warm,M6
elevation_z,0.011918280191724199,0.01537097887394064,2102.8668983555162,0.7753754845067146,0.4382050006934741,0.4382050006934741,,Main,NA,Warm,M6
C(Protocol)Electrofishing_partialsection,-0.07393793243619151,0.02912202783276752,889.4180357825339,-2.5389005484363296,0.011289541073460647,0.011289541073460647,*,Main,NA,Warm,M6
C(Protocol)Electrofishing_wholesection,-0.1512904012926656,0.03328669935228315,925.5528471157678,-4.545070680980225,6.219298671563323e-6,6.219298671563323e-6,***,Main,NA,Warm,M6
Period_bin:mean_temp_z,-0.019991854895123132,0.04924578704992069,6993.334057776101,-0.40596071446390514,0.6847838865841668,0.6847838865841668,,Delta,mean_temp_z,Warm,M6
Period_bin:sen_temp_z,0.045570671825698274,0.015102176810853542,6037.097183102861,3.0174902860988766,0.0025594025126242145,0.0025594025126242145,**,Delta,sen_temp_z,Warm,M6
Period_bin:mean_Q_z,0.05481188023142319,0.017091141796748182,7820.80455221022,3.207034432412929,0.0013465091072876122,0.0013465091072876122,**,Delta,mean_Q_z,Warm,M6
Period_bin:mean_organic_z,-0.0790969039341075,0.022031981734947144,7727.55500375728,-3.5900948396595633,3.3260750811450924e-4,3.3260750811450924e-4,***,Delta,mean_organic_z,Warm,M6
Period_bin:mean_salinity_z,0.04155303325719836,0.012869995042706292,9766.281507620011,3.2286751563861227,0.0012477604128205133,0.0012477604128205133,**,Delta,mean_salinity_z,Warm,M6
Period_bin:HFP_period_z,-0.005765050737640448,0.015860121657899018,7858.084419657805,-0.36349347514425945,0.7162460643222648,0.7162460643222648,,Delta,HFP_period_z,Warm,M6
Period_bin:elevation_z,-0.024429483514733268,0.01794490841794545,9694.629784703639,-1.3613601666700648,0.17343153643913112,0.17343153643913112,,Delta,elevation_z,Warm,M6
