Term,Estimate,Std. Error,df,t value,Pr(>|t|),Zone
(Intercept),-0.006657519530843654,0.0018781950244618107,0.2798816617222966,-3.5446369754660276,0.4959413011539384,Intermediate
mean_temp_z,-0.004531046794518983,0.004633315603400058,46.85606558843708,-0.977927510742841,0.3331324662940479,Intermediate
slope_temp_z,-0.003818091772374767,0.0019523729572728037,78.91695437168828,-1.9556159893282459,0.05404978443974303,Intermediate
mean_flow_z,2.3130888849275235e-4,0.0017989475644725678,265.39967346288796,0.1285801170978375,0.897787281562285,Intermediate
mean_organic_z,-0.0012435587391189107,0.0019780596520097707,162.53846674568695,-0.6286760552723554,0.5304436320196325,Intermediate
mean_salinity_z,9.945134482269696e-5,0.0021806142489211216,1724.6719366568493,0.04560703245514488,0.963628743804307,Intermediate
HFP_mean_z,-0.0020713177123142406,0.002347003635552188,458.97851465597404,-0.8825370702192858,0.37794841868812834,Intermediate
elevation_z,0.002146706594763443,0.001933211601006343,27.68965004384766,1.110435398611287,0.27636168480763823,Intermediate
