Zone,AIC,BIC,R2_marginal,R2_conditional
All,-550.1987469542637,-419.01285960556623,0.021662079528698745,0.09079000202524869
Cold,-666.1198224191684,-566.5555475665544,0.019214569462168155,0.24375977899475704
Intermediate,-36.12038139089118,84.52682156759882,0.024217061365426503,0.02622636504330643
Warm,143.04961833669626,242.4266259035352,0.05453619712480977,0.10469133026645909
