Variable,Early_Effect,Early_p,Late_Effect,Late_p,Delta,Zone,Model
mean_salinity,0.4381811315483249,0.034150385452762416,0.19346034968124376,0.2702503270654401,-0.24472078186708113,Cold,M2
HFP_period,-0.001208938659953951,0.9120539602662696,-0.0028115372963537382,0.7988131703384362,-0.0016025986363997873,Cold,M2
elevation,0.0058039789332573295,0.5106125472867777,-0.003435611535551175,0.6851830315031107,-0.009239590468808505,Cold,M2
mean_temp,-0.004760068058213589,0.8891341015925114,0.0027169794908145136,0.9291755077566708,0.007477047549028102,Cold,M3
sen_temp,0.020497768934848073,0.40172397481203503,0.013474400860459422,0.25408548335123016,-0.007023368074388652,Cold,M3
mean_Q,-0.018721338991575607,0.04353803039780285,-0.010812893608556308,0.21186322937234092,0.007908445383019299,Cold,M3
mean_organic,-1.0846953014725547,0.0032504459588497676,-0.20722533714771282,0.4735324857306799,0.8774699643248418,Cold,M3
mean_salinity,0.4603105967526813,0.026686604264403783,0.2191471557976369,0.21440687232605793,-0.2411634409550444,Cold,M3
HFP_period,-0.0021354858832474464,0.8460680380328128,-0.0038360954087076887,0.7285894273065798,-0.0017006095254602422,Cold,M3
elevation,2.073389670220531e-4,0.9845141663476207,-0.008953752682416419,0.37539601580419846,-0.009161091649438471,Cold,M3
mean_temp,-0.0041177843885407015,0.904132955410033,0.0028453410483805174,0.926094595070651,0.0069631254369212185,Cold,M4
sen_temp,0.020819458824721204,0.3926183991890254,0.012456520518663835,0.2900812325318964,-0.008362938306057369,Cold,M4
mean_Q,-0.01874951493772195,0.04330878952503783,-0.01077497508897915,0.21382284526486095,0.007974539848742801,Cold,M4
mean_organic,-1.1015492888620941,0.0027662672696212014,-0.20832835547212494,0.47157723260947526,0.8932209333899692,Cold,M4
mean_salinity,0.45506782066145085,0.02846947290924934,0.2155237804185051,0.2226347360341427,-0.23954404024294576,Cold,M4
